qualifyId,raceId,constructorId,number,position,q1,q2,q3
965,821,210,21,14,1:38.053,1:37.773,
965,835,4,30,15,1:38.084,1:37.935,
965,828,15,9,16,1:38.040,1:39.356,
965,154,210,8,17,1:38.308,,
965,825,4,20,18,1:38.317,,
965,18,1,22,19,1:38.327,,
965,836,209,94,20,1:38.548,,
965,831,15,12,21,1:38.583,,
965,839,209,31,22,1:38.806,,
966,1,131,44,1,1:19.447,1:19.137,1:18.704
966,3,131,6,2,1:19.996,1:19.761,1:18.958
966,830,9,33,3,1:19.874,1:18.972,1:19.054
966,817,9,3,4,1:19.713,1:19.553,1:19.133
966,807,10,27,5,1:20.599,1:19.769,1:19.330
966,8,6,7,6,1:19.554,1:19.936,1:19.376
966,20,6,5,7,1:19.865,1:19.385,1:19.381
966,822,3,77,8,1:20.338,1:19.958,1:19.551
966,13,3,19,9,1:20.423,1:20.151,1:20.032
966,832,5,55,10,1:20.457,1:20.169,1:20.378
966,4,1,14,11,1:20.552,1:20.282,
966,815,10,11,12,1:20.308,1:20.287,
966,18,1,22,13,1:21.333,1:20.673,
966,825,4,20,14,1:21.254,1:21.131,
966,828,15,9,15,1:21.062,1:21.536,
966,836,209,94,16,1:21.363,1:21.785,
966,821,210,21,17,1:21.401,,
966,826,5,26,18,1:21.454,,
966,831,15,12,19,1:21.692,,
966,839,209,31,20,1:21.881,,
966,154,210,8,21,1:21.916,,
967,1,131,44,1,1:11.511,1:11.238,1:10.736
967,3,131,6,2,1:11.815,1:11.373,1:10.838
967,8,6,7,3,1:12.100,1:12.301,1:11.404
967,830,9,33,4,1:11.957,1:11.834,1:11.485
967,20,6,5,5,1:12.159,1:12.010,1:11.495
967,817,9,3,6,1:12.409,1:12.047,1:11.540
967,154,210,8,7,1:12.893,1:12.343,1:11.937
967,807,10,27,8,1:12.428,1:12.360,1:12.104
967,815,10,11,9,1:12.684,1:12.331,1:12.165
967,4,1,14,10,1:12.700,1:12.312,1:12.266
967,822,3,77,11,1:12.680,1:12.420,
967,821,210,21,12,1:13.052,1:12.431,
967,13,3,19,13,1:12.432,1:12.521,
967,826,5,26,14,1:13.071,1:12.726,
967,832,5,55,15,1:12.950,1:12.920,
967,835,4,30,16,1:13.259,1:13.258,
967,18,1,22,17,1:13.276,,
967,825,4,20,18,1:13.410,,
967,836,209,94,19,1:13.427,,
967,839,209,31,20,1:13.432,,
967,828,15,9,21,1:13.623,,
967,831,15,12,22,1:13.681,,
968,1,131,44,1,1:39.487,1:39.382,1:38.755
968,3,131,6,2,1:40.511,1:39.490,1:39.058
968,817,9,3,3,1:41.002,1:40.429,1:39.589
968,8,6,7,4,1:40.338,1:39.629,1:39.604
968,20,6,5,5,1:40.341,1:40.034,1:39.661
968,830,9,33,6,1:40.424,1:39.903,1:39.818
968,807,10,27,7,1:41.000,1:40.709,1:40.501
968,815,10,11,8,1:40.864,1:40.743,1:40.519
968,4,1,14,9,1:41.616,1:41.044,1:41.106
968,13,3,19,10,1:41.157,1:40.858,1:41.213
968,822,3,77,11,1:41.192,1:41.084,
968,18,1,22,12,1:41.158,1:41.272,
968,821,210,21,13,1:41.639,1:41.480,
968,154,210,8,14,1:41.467,1:41.564,
968,835,4,30,15,1:41.775,1:41.820,
968,836,209,94,16,1:41.886,1:41.995,
968,826,5,26,17,1:42.003,,
968,825,4,20,18,1:42.142,,
968,831,15,12,19,1:42.247,,
968,839,209,31,20,1:42.286,,
968,832,5,55,21,1:42.393,,
968,828,15,9,22,1:42.637,,
969,1,131,44,1,1:24.191,1:23.251,1:22.188
969,20,6,5,2,1:25.210,1:23.401,1:22.456
969,822,131,77,3,1:24.514,1:23.215,1:22.481
969,8,6,7,4,1:24.352,1:23.376,1:23.033
969,830,9,33,5,1:24.482,1:24.092,1:23.485
969,154,210,8,6,1:25.419,1:24.718,1:24.074
969,13,3,19,7,1:25.099,1:24.597,1:24.443
969,832,5,55,8,1:25.542,1:24.997,1:24.487
969,826,5,26,9,1:25.970,1:24.864,1:24.512
969,817,9,3,10,1:25.383,1:23.989,
969,815,10,11,11,1:25.064,1:25.081,
969,807,4,27,12,1:24.975,1:25.091,
969,4,1,14,13,1:25.872,1:25.425,
969,839,10,31,14,1:26.009,1:25.568,
969,828,15,9,15,1:26.236,1:26.465,
969,841,15,36,16,1:26.419,,
969,825,210,20,17,1:26.847,,
969,838,1,2,18,1:26.858,,
969,840,3,18,19,1:27.143,,
969,835,4,30,20,1:28.244,,
970,1,131,44,1,1:33.333,1:32.406,1:31.678
970,20,6,5,2,1:33.078,1:32.391,1:31.864
970,822,131,77,3,1:33.684,1:32.552,1:31.865
970,8,6,7,4,1:33.341,1:32.181,1:32.140
970,817,9,3,5,1:34.041,1:33.546,1:33.033
970,13,3,19,6,1:34.205,1:33.759,1:33.507
970,807,4,27,7,1:34.453,1:33.636,1:33.580
970,815,10,11,8,1:34.657,1:33.920,1:33.706
970,826,5,26,9,1:34.440,1:34.034,1:33.719
970,840,3,18,10,1:33.986,1:34.090,1:34.220
970,832,5,55,11,1:34.567,1:34.150,
970,825,210,20,12,1:34.942,1:34.164,
970,4,1,14,13,1:34.499,1:34.372,
970,828,15,9,14,1:34.892,1:35.046,
970,841,15,36,15,1:34.963,,
970,838,1,2,16,1:35.023,,
970,154,210,8,17,1:35.223,,
970,835,4,30,18,1:35.279,,
970,830,9,33,19,1:35.433,,
970,839,10,31,20,1:35.496,,
971,822,131,77,1,1:31.041,1:29.555,1:28.769
971,1,131,44,2,1:30.814,1:29.535,1:28.792
971,20,6,5,3,1:31.037,1:29.596,1:29.247
971,817,9,3,4,1:31.667,1:30.497,1:29.545
971,8,6,7,5,1:30.988,1:29.843,1:29.567
971,830,9,33,6,1:30.904,1:30.307,1:29.687
971,807,4,27,7,1:31.057,1:30.169,1:29.842
971,13,3,19,8,1:31.373,1:30.677,1:30.074
971,154,210,8,9,1:31.691,1:30.857,1:30.763
971,835,4,30,10,1:31.458,1:30.899,1:31.074
971,826,5,26,11,1:31.531,1:30.923,
971,840,3,18,12,1:31.748,1:31.168,
971,836,15,94,13,1:31.995,1:31.414,
971,839,10,31,14,1:31.774,1:31.684,
971,4,1,14,15,1:32.054,,
971,832,5,55,16,1:32.118,,
971,838,1,2,17,1:32.313,,
971,815,10,11,18,1:32.318,,
971,828,15,9,19,1:32.543,,
971,825,210,20,20,1:32.900,,
972,20,6,5,1,1:34.493,1:34.038,1:33.194
972,8,6,7,2,1:34.953,1:33.663,1:33.253
972,822,131,77,3,1:34.041,1:33.264,1:33.289
972,1,131,44,4,1:34.409,1:33.760,1:33.767
972,817,9,3,5,1:35.560,1:35.483,1:34.905
972,13,3,19,6,1:35.828,1:35.049,1:35.110
972,830,9,33,7,1:35.301,1:35.221,1:35.161
972,807,4,27,8,1:35.507,1:35.328,1:35.285
972,815,10,11,9,1:36.185,1:35.513,1:35.337
972,839,10,31,10,1:35.372,1:35.729,1:35.430
972,832,5,55,11,1:35.827,1:35.948,
972,840,3,18,12,1:36.279,1:35.964,
972,826,5,26,13,1:35.984,1:35.968,
972,825,210,20,14,1:36.408,1:36.017,
972,4,1,14,15,1:36.353,1:36.660,
972,835,4,30,16,1:36.462,,
972,838,1,2,17,1:37.070,,
972,836,15,94,18,1:37.332,,
972,828,15,9,19,1:37.507,,
972,154,210,8,20,1:37.620,,
973,1,131,44,1,1:20.511,1:20.210,1:19.149
973,20,6,5,2,1:20.939,1:20.295,1:19.200
973,822,131,77,3,1:20.991,1:20.300,1:19.373
973,8,6,7,4,1:20.742,1:20.621,1:19.439
973,830,9,33,5,1:21.430,1:20.722,1:19.706
973,817,9,3,6,1:21.704,1:20.855,1:20.175
973,4,1,14,7,1:22.015,1:21.251,1:21.048
973,815,10,11,8,1:21.998,1:21.239,1:21.070
973,13,3,19,9,1:22.138,1:21.222,1:21.232
973,839,10,31,10,1:21.901,1:21.148,1:21.272
973,825,210,20,11,1:21.945,1:21.329,
973,832,5,55,12,1:21.941,1:21.371,
973,807,4,27,13,1:22.091,1:21.397,
973,154,210,8,14,1:21.822,1:21.517,
973,836,15,94,15,1:22.327,1:21.803,
973,828,15,9,16,1:22.332,,
973,835,4,30,17,1:22.401,,
973,840,3,18,18,1:22.411,,
973,838,1,2,19,1:22.532,,
973,826,5,26,20,1:22.746,,
974,8,6,7,1,1:13.117,1:12.231,1:12.178
974,20,6,5,2,1:13.090,1:12.449,1:12.221
974,822,131,77,3,1:13.325,1:12.901,1:12.223
974,830,9,33,4,1:13.078,1:12.697,1:12.496
974,817,9,3,5,1:13.219,1:13.011,1:12.998
974,832,5,55,6,1:13.526,1:13.397,1:13.162
974,815,10,11,7,1:13.530,1:13.430,1:13.329
974,154,210,8,8,1:13.786,1:13.203,1:13.349
974,18,1,22,9,1:13.723,1:13.453,1:13.613
974,838,1,2,10,1:13.476,1:13.249,
974,826,5,26,11,1:13.899,1:13.516,
974,807,4,27,12,1:13.787,1:13.628,
974,825,210,20,13,1:13.531,1:13.959,
974,1,131,44,14,1:13.640,1:14.106,
974,13,3,19,15,1:13.796,1:20.529,
974,839,10,31,16,1:14.101,,
974,835,4,30,17,1:14.696,,
974,840,3,18,18,1:14.893,,
974,836,15,94,19,1:15.159,,
974,828,15,9,20,1:15.276,,
975,1,131,44,1,1:12.692,1:12.496,1:11.459
975,20,6,5,2,1:13.046,1:12.749,1:11.789
975,822,131,77,3,1:12.685,1:12.563,1:12.177
975,8,6,7,4,1:13.548,1:12.580,1:12.252
975,830,9,33,5,1:13.177,1:12.751,1:12.403
975,817,9,3,6,1:13.543,1:12.810,1:12.557
975,13,3,19,7,1:13.435,1:13.012,1:12.858
975,815,10,11,8,1:13.470,1:13.262,1:13.018
975,839,10,31,9,1:13.520,1:13.320,1:13.135
975,807,4,27,10,1:13.804,1:13.406,1:13.271
975,826,5,26,11,1:13.802,1:13.690,
975,4,1,14,12,1:13.669,1:13.693,
975,832,5,55,13,1:14.051,1:13.756,
975,154,210,8,14,1:13.780,1:13.839,
975,835,4,30,15,1:13.990,1:14.293,
975,838,1,2,16,1:14.182,,
975,840,3,18,17,1:14.209,,
975,825,210,20,18,1:14.318,,
975,828,15,9,19,1:14.495,,
975,836,15,94,20,1:14.810,,
976,1,131,44,1,1:41.983,1:41.275,1:40.593
976,822,131,77,2,1:43.026,1:41.502,1:41.027
976,8,6,7,3,1:42.678,1:42.090,1:41.693
976,20,6,5,4,1:42.952,1:41.911,1:41.841
976,830,9,33,5,1:42.544,1:41.961,1:41.879
976,815,10,11,6,1:43.162,1:42.467,1:42.111
976,839,10,31,7,1:43.051,1:42.751,1:42.186
976,840,3,18,8,1:43.613,1:42.284,1:42.753
976,13,3,19,9,1:43.165,1:42.735,1:42.798
976,817,9,3,10,1:42.857,1:42.215,1:43.414
976,826,5,26,11,1:42.927,1:43.186,
976,832,5,55,12,1:43.489,1:43.347,
976,825,210,20,13,1:44.029,1:43.796,
976,807,4,27,14,1:43.930,1:44.267,
976,836,15,94,15,1:44.317,1:44.603,
976,4,1,14,16,1:44.334,,
976,154,210,8,17,1:44.468,,
976,828,15,9,18,1:44.795,,
976,838,1,2,19,1:45.030,,
114,18,16,17,20,,,
977,822,131,77,1,1:05.760,1:04.316,1:04.251
977,20,6,5,2,1:05.585,1:04.772,1:04.293
977,1,131,44,3,1:05.064,1:04.800,1:04.424
977,8,6,7,4,1:05.148,1:05.004,1:04.779
977,817,9,3,5,1:05.854,1:05.161,1:04.896
977,830,9,33,6,1:05.779,1:04.948,1:04.983
977,154,210,8,7,1:05.902,1:05.319,1:05.480
977,815,10,11,8,1:05.975,1:05.435,1:05.605
977,839,10,31,9,1:06.033,1:05.550,1:05.674
977,832,5,55,10,1:05.675,1:05.544,1:05.726
977,807,4,27,11,1:06.174,1:05.597,
977,4,1,14,12,1:06.158,1:05.602,
977,838,1,2,13,1:06.316,1:05.741,
977,826,5,26,14,1:05.990,1:05.884,
977,825,210,20,15,1:06.143,,
977,835,4,30,16,1:06.345,,
977,13,3,19,17,1:06.534,,
977,840,3,18,18,1:06.608,,
977,828,15,9,19,1:06.857,,
977,836,15,94,20,1:07.011,,
978,1,131,44,1,1:39.069,1:27.893,1:26.600
978,8,6,7,2,1:40.455,1:28.992,1:27.147
978,20,6,5,3,1:39.962,1:28.978,1:27.356
978,822,131,77,4,1:39.698,1:28.732,1:27.376
978,830,9,33,5,1:38.912,1:29.431,1:28.130
978,807,4,27,6,1:39.201,1:29.340,1:28.856
978,815,10,11,7,1:42.009,1:29.824,1:28.902
978,839,10,31,8,1:39.738,1:29.701,1:29.074
978,838,1,2,9,1:40.011,1:30.105,1:29.418
978,154,210,8,10,1:42.042,1:29.966,1:29.549
978,835,4,30,11,1:41.404,1:30.193,
978,826,5,26,12,1:41.726,1:30.355,
978,4,1,14,13,1:37.598,1:30.600,
978,832,5,55,14,1:41.114,1:31.368,
978,13,3,19,15,1:41.874,1:31.482,
978,840,3,18,16,1:42.573,,
978,825,210,20,17,1:42.577,,
978,836,15,94,18,1:42.593,,
978,828,15,9,19,1:42.633,,
978,817,9,3,20,1:42.966,,
979,20,6,5,1,1:17.244,1:16.802,1:16.276
979,8,6,7,2,1:17.364,1:17.207,1:16.444
979,822,131,77,3,1:18.058,1:17.362,1:16.530
979,1,131,44,4,1:17.492,1:16.693,1:16.707
979,830,9,33,5,1:17.266,1:17.028,1:16.797
979,817,9,3,6,1:17.702,1:17.698,1:16.818
979,807,4,27,7,1:18.137,1:17.655,1:17.468
979,4,1,14,8,1:18.395,1:17.919,1:17.549
979,838,1,2,9,1:18.479,1:18.000,1:17.894
979,832,5,55,10,1:18.948,1:18.311,1:18.912
979,835,4,30,11,1:18.699,1:18.415,
979,839,10,31,12,1:18.843,1:18.495,
979,826,5,26,13,1:18.702,1:18.538,
979,815,10,11,14,1:19.095,1:18.639,
979,154,210,8,15,1:19.085,1:18.771,
979,825,210,20,16,1:19.095,,
979,840,3,18,17,1:19.102,,
979,836,15,94,18,1:19.839,,
979,814,3,40,19,1:19.868,,
979,828,15,9,20,1:19.972,,
980,1,131,44,1,1:44.184,1:42.927,1:42.553
980,20,6,5,2,1:44.275,1:43.987,1:42.795
980,822,131,77,3,1:44.773,1:43.249,1:43.094
980,8,6,7,4,1:44.729,1:43.700,1:43.270
980,830,9,33,5,1:44.535,1:43.940,1:43.380
980,817,9,3,6,1:45.114,1:44.224,1:43.863
980,807,4,27,7,1:45.280,1:44.988,1:44.982
980,815,10,11,8,1:45.591,1:44.894,1:45.244
980,839,10,31,9,1:45.277,1:45.006,1:45.369
980,835,4,30,10,1:45.447,1:44.685,
980,4,1,14,11,1:45.668,1:45.090,
980,154,210,8,12,1:45.728,1:45.133,
980,825,210,20,13,1:45.535,1:45.400,
980,832,5,55,14,1:45.374,1:45.439,
980,838,1,2,15,1:45.441,,
980,13,3,19,16,1:45.823,,
980,826,5,26,17,1:46.028,,
980,840,3,18,18,1:46.915,,
980,828,15,9,19,1:47.214,,
980,836,15,94,20,1:47.679,,
981,1,131,44,1,1:36.009,1:34.660,1:35.554
981,830,9,33,2,1:37.344,1:36.113,1:36.702
981,817,9,3,3,1:38.304,1:37.313,1:36.841
981,840,3,18,4,1:37.653,1:37.002,1:37.032
981,839,10,31,5,1:38.775,1:37.580,1:37.719
981,822,131,77,6,1:35.716,1:35.396,1:37.833
981,8,6,7,7,1:38.235,1:37.031,1:37.987
981,20,6,5,8,1:37.198,1:36.223,1:38.064
981,13,3,19,9,1:38.338,1:37.456,1:38.251
981,838,1,2,10,1:38.767,1:37.471,1:39.157
981,815,10,11,11,1:38.511,1:37.582,
981,807,4,27,12,1:39.242,1:38.059,
981,4,1,14,13,1:39.134,1:38.202,
981,826,5,26,14,1:39.183,1:38.245,
981,832,5,55,15,1:39.788,1:38.526,
981,825,210,20,16,1:40.489,,
981,835,4,30,17,1:40.646,,
981,828,15,9,18,1:41.732,,
981,836,15,94,19,1:41.875,,
981,154,210,8,20,1:43.355,,
982,20,6,5,1,1:43.336,1:40.529,1:39.491
982,830,9,33,2,1:42.010,1:40.332,1:39.814
982,817,9,3,3,1:42.063,1:40.385,1:39.840
982,8,6,7,4,1:43.328,1:40.525,1:40.069
982,1,131,44,5,1:42.455,1:40.577,1:40.126
982,822,131,77,6,1:43.137,1:41.409,1:40.810
982,807,4,27,7,1:42.586,1:41.277,1:41.013
982,4,1,14,8,1:42.086,1:41.442,1:41.179
982,838,1,2,9,1:42.222,1:41.227,1:41.398
982,832,5,55,10,1:42.176,1:41.826,1:42.056
982,835,4,30,11,1:42.472,1:42.107,
982,815,10,11,12,1:43.594,1:42.246,
982,826,5,26,13,1:42.544,1:42.338,
982,839,10,31,14,1:43.626,1:42.760,
982,154,210,8,15,1:43.627,1:43.883,
982,825,210,20,16,1:43.756,,
982,13,3,19,17,1:44.014,,
982,840,3,18,18,1:44.728,,
982,836,15,94,19,1:45.059,,
982,828,15,9,20,1:45.570,,
983,1,131,44,1,1:31.605,1:30.977,1:30.076
983,8,6,7,2,1:32.259,1:30.926,1:30.121
983,830,9,33,3,1:31.920,1:30.931,1:30.541
983,817,9,3,4,1:32.416,1:31.061,1:30.595
983,20,6,5,20,,,
983,839,10,31,6,1:32.527,1:31.651,1:31.478
983,838,1,2,7,1:32.838,1:31.848,1:31.582
983,807,4,27,8,1:32.586,1:31.778,1:31.607
983,815,10,11,9,1:32.768,1:31.484,1:31.658
983,4,1,14,10,1:33.049,1:32.010,1:31.704
983,13,3,19,11,1:32.267,1:32.034,
983,835,4,30,12,1:32.576,1:32.100,
983,840,3,18,13,1:33.000,1:32.307,
983,832,5,55,14,1:32.650,1:32.402,
983,842,5,10,15,1:32.547,1:32.558,
983,154,210,8,16,1:33.308,,
983,825,210,20,17,1:33.434,,
983,836,15,94,18,1:33.483,,
983,828,15,9,19,1:33.970,,
983,822,131,77,5,1:32.254,1:30.803,1:30.758
984,1,131,44,1,1:29.047,1:27.819,1:27.319
984,822,131,77,2,1:29.332,1:28.543,1:27.651
984,20,6,5,3,1:29.352,1:28.225,1:27.791
984,817,9,3,4,1:29.475,1:28.935,1:28.306
984,830,9,33,5,1:29.181,1:28.747,1:28.332
984,8,6,7,6,1:29.163,1:29.079,1:28.498
984,839,10,31,7,1:30.115,1:29.199,1:29.111
984,815,10,11,8,1:29.696,1:29.343,1:29.260
984,13,3,19,9,1:30.352,1:29.687,1:29.480
984,4,1,14,10,1:30.525,1:29.749,1:30.687
984,838,1,2,11,1:30.654,1:29.778,
984,807,4,27,12,1:30.252,1:29.879,
984,825,210,20,13,1:30.774,1:29.972,
984,835,4,30,14,1:30.516,1:30.022,
984,832,5,55,15,1:30.565,1:30.413,
984,154,210,8,16,1:30.849,,
984,842,5,10,17,1:31.317,,
984,840,3,18,18,1:31.409,,
984,828,15,9,19,1:31.597,,
984,836,15,94,20,1:31.885,,
985,1,131,44,1,1:34.822,1:33.437,1:33.108
985,20,6,5,2,1:35.420,1:34.103,1:33.347
985,822,131,77,3,1:35.309,1:33.769,1:33.568
985,817,9,3,4,1:35.991,1:34.495,1:33.577
985,8,6,7,5,1:35.649,1:33.840,1:33.577
985,830,9,33,6,1:34.899,1:34.716,1:33.658
985,839,10,31,7,1:35.849,1:35.113,1:34.647
985,832,4,55,8,1:35.517,1:34.899,1:34.852
985,4,1,14,9,1:35.712,1:35.046,1:35.007
985,815,10,11,10,1:36.358,1:34.789,1:35.148
985,13,3,19,11,1:35.603,1:35.155,
985,826,5,26,12,1:36.073,1:35.529,
985,838,1,2,13,1:36.286,1:35.641,
985,154,210,8,14,1:36.835,1:35.870,
985,807,4,27,15,1:35.740,,
985,828,15,9,16,1:36.842,,
985,840,3,18,17,1:36.868,,
985,843,5,39,18,1:36.889,,
985,836,15,94,19,1:37.179,,
985,825,210,20,20,1:37.394,,
986,20,6,5,1,1:17.665,1:16.870,1:16.488
986,830,9,33,2,1:17.630,1:16.524,1:16.574
986,1,131,44,3,1:17.518,1:17.035,1:16.934
986,822,131,77,4,1:17.578,1:17.161,1:16.958
986,8,6,7,5,1:18.148,1:17.534,1:17.238
986,839,10,31,6,1:18.336,1:17.827,1:17.437
986,817,9,3,7,1:18.208,1:17.631,1:17.447
986,807,4,27,8,1:18.322,1:17.792,1:17.466
986,832,4,55,9,1:18.405,1:17.753,1:17.794
986,815,10,11,10,1:18.020,1:17.868,1:17.807
986,13,3,19,11,1:18.570,1:18.099,
986,840,3,18,12,1:18.902,1:19.159,
986,843,5,28,13,1:18.683,,
986,4,1,14,14,1:17.710,,
986,838,1,2,15,1:18.578,,
986,828,15,9,16,1:19.176,,
986,836,15,94,17,1:19.333,,
986,825,210,20,18,1:19.443,,
986,154,210,8,19,1:19.473,,
987,822,131,77,1,1:09.452,1:08.638,1:08.322
987,20,6,5,2,1:09.643,1:08.494,1:08.360
987,8,6,7,3,1:09.405,1:09.116,1:08.538
987,830,9,33,4,1:09.820,1:09.050,1:08.925
987,817,9,3,5,1:09.828,1:09.533,1:09.330
987,815,10,11,6,1:10.145,1:09.760,1:09.598
987,4,1,14,7,1:10.172,1:09.593,1:09.617
987,807,4,27,8,1:10.078,1:09.726,1:09.703
987,832,4,55,9,1:10.227,1:09.768,1:09.805
987,13,3,19,10,1:09.789,1:09.612,1:09.841
987,839,10,31,11,1:10.168,1:09.830,
987,154,210,8,12,1:10.148,1:09.879,
987,838,1,2,13,1:10.286,1:10.116,
987,825,210,20,14,1:10.521,1:10.154,
987,843,5,28,15,1:10.625,,
987,836,15,94,16,1:10.678,,
987,842,5,10,17,1:10.686,,
987,840,3,18,18,1:10.776,,
987,828,15,9,19,1:10.875,,
988,822,131,77,1,1:37.356,1:36.822,1:36.231
987,1,131,44,20,,,
988,1,131,44,2,1:37.391,1:36.742,1:36.403
988,20,6,5,3,1:37.817,1:37.023,1:36.777
988,817,9,3,4,1:38.016,1:37.583,1:36.959
988,8,6,7,5,1:37.453,1:37.302,1:36.985
988,830,9,33,6,1:38.021,1:37.777,1:37.328
988,807,4,27,7,1:38.781,1:38.138,1:38.282
988,815,10,11,8,1:38.601,1:38.359,1:38.374
988,839,10,31,9,1:38.896,1:38.392,1:38.397
988,13,3,19,10,1:38.629,1:38.565,1:38.550
988,4,1,14,11,1:38.820,1:38.636,
988,832,4,55,12,1:38.810,1:38.725,
988,838,1,2,13,1:38.777,1:38.808,
988,825,210,20,14,1:39.395,1:39.298,
988,840,3,18,15,1:39.503,1:39.646,
988,154,210,8,16,1:39.516,,
988,842,5,10,17,1:39.724,,
988,836,15,94,18,1:39.930,,
988,828,15,9,19,1:39.994,,
988,843,5,28,20,1:40.471,,
989,1,131,44,1,1:22.824,1:22.051,1:21.164
989,8,6,7,2,1:23.096,1:22.507,1:21.828
989,20,6,5,3,1:23.348,1:21.944,1:21.838
989,830,9,33,4,1:23.483,1:22.416,1:21.879
989,817,9,3,5,1:23.494,1:22.897,1:22.152
989,825,210,20,6,1:23.909,1:23.300,1:23.187
989,154,210,8,7,1:23.671,1:23.468,1:23.339
989,807,4,27,8,1:23.782,1:23.544,1:23.532
989,832,4,55,9,1:23.529,1:23.061,1:23.577
989,822,131,77,10,1:23.686,1:22.089,
989,4,1,14,11,1:23.597,1:23.692,
989,838,1,2,12,1:24.073,1:23.853,
989,815,10,11,13,1:24.344,1:24.005,
989,840,3,18,14,1:24.464,1:24.230,
989,839,10,31,15,1:24.503,1:24.786,
989,843,5,28,16,1:24.532,,
989,828,15,9,17,1:24.556,,
989,844,15,16,18,1:24.636,,
989,845,3,35,19,1:24.922,,
989,842,5,10,20,1:25.295,,
990,20,6,5,1,1:29.060,1:28.341,1:27.958
990,8,6,7,2,1:28.951,1:28.515,1:28.101
990,822,131,77,3,1:29.275,1:28.794,1:28.124
990,1,131,44,4,1:29.396,1:28.458,1:28.220
990,817,9,3,5,1:29.552,1:28.962,1:28.398
990,842,5,10,6,1:30.121,1:29.836,1:29.329
990,825,210,20,7,1:29.594,1:29.623,1:29.358
990,807,4,27,8,1:30.260,1:29.187,1:29.570
990,839,10,31,9,1:30.338,1:30.009,1:29.874
990,832,4,55,10,1:29.893,1:29.802,1:29.986
990,843,5,28,11,1:30.412,1:30.105,
990,815,10,11,12,1:30.218,1:30.156,
990,4,1,14,13,1:30.530,1:30.212,
990,838,1,2,14,1:30.479,1:30.525,
990,830,9,33,15,1:29.374,,
990,154,210,8,16,1:30.530,,
990,828,15,9,17,1:31.063,,
990,845,3,35,18,1:31.414,,
990,844,15,16,19,1:31.420,,
990,840,3,18,20,1:31.503,,
991,20,6,5,1,1:32.171,1:32.385,1:31.095
991,8,6,7,2,1:32.474,1:32.286,1:31.182
991,822,131,77,3,1:32.921,1:32.063,1:31.625
991,1,131,44,4,1:33.283,1:31.914,1:31.675
991,830,9,33,5,1:32.932,1:32.809,1:31.796
991,817,9,3,6,1:33.877,1:32.688,1:31.948
991,807,4,27,7,1:33.545,1:32.494,1:32.532
991,815,10,11,8,1:33.464,1:32.931,1:32.758
991,832,4,55,9,1:33.315,1:32.970,1:32.819
991,154,210,8,10,1:33.238,1:32.524,1:32.855
991,825,210,20,11,1:33.359,1:32.986,
991,839,10,31,12,1:33.585,1:33.057,
991,4,1,14,13,1:33.428,1:33.232,
991,838,1,2,14,1:33.824,1:33.505,
991,843,5,28,15,1:34.013,1:33.795,
991,845,3,35,16,1:34.062,,
991,842,5,10,17,1:34.101,,
991,840,3,18,18,1:34.285,,
991,844,15,16,19,1:34.454,,
991,828,15,9,20,1:34.914,,
992,20,6,5,1,1:42.762,1:43.015,1:41.498
992,1,131,44,2,1:42.693,1:42.676,1:41.677
992,822,131,77,3,1:43.355,1:42.679,1:41.837
992,817,9,3,4,1:42.857,1:43.482,1:41.911
992,830,9,33,5,1:42.642,1:42.901,1:41.994
992,8,6,7,6,1:42.538,1:42.510,1:42.490
992,839,10,31,7,1:43.021,1:42.967,1:42.523
992,815,10,11,8,1:43.992,1:43.366,1:42.547
992,807,4,27,9,1:43.746,1:43.232,1:43.066
992,832,4,55,10,1:43.426,1:43.464,1:43.351
992,840,3,18,11,1:44.359,1:43.585,
992,845,3,35,12,1:44.261,1:43.886,
992,4,1,14,13,1:44.010,1:44.019,
992,844,15,16,14,1:43.752,1:44.074,
992,825,210,20,15,1:43.674,1:44.759,
992,838,1,2,16,1:44.489,,
992,842,5,10,17,1:44.496,,
992,828,15,9,18,1:45.541,,
992,843,5,28,19,1:57.354,,
992,154,210,8,20,,,
993,1,131,44,1,1:17.633,1:17.166,1:16.173
993,822,131,77,2,1:17.674,1:17.111,1:16.213
993,20,6,5,3,1:17.031,1:16.802,1:16.305
993,8,6,7,4,1:17.483,1:17.071,1:16.612
993,830,9,33,5,1:17.411,1:17.266,1:16.816
993,817,9,3,6,1:17.623,1:17.638,1:16.818
993,825,210,20,7,1:18.169,1:17.618,1:17.676
993,4,1,14,8,1:18.276,1:18.100,1:17.721
993,832,4,55,9,1:18.480,1:17.803,1:17.790
993,154,210,8,10,1:18.305,1:17.699,1:17.835
993,838,1,2,11,1:18.885,1:18.323,
993,842,5,10,12,1:18.550,1:18.463,
993,839,10,31,13,1:18.813,1:18.696,
993,844,15,16,14,1:18.661,1:18.910,
993,815,10,11,15,1:18.740,1:19.098,
993,807,4,27,16,1:18.923,,
993,828,15,9,17,1:19.493,,
993,845,3,35,18,1:19.695,,
993,840,3,18,19,1:20.225,,
993,843,5,28,20,,,
994,817,9,3,1,1:12.013,1:11.278,1:10.810
994,20,6,5,2,1:12.415,1:11.518,1:11.039
994,1,131,44,3,1:12.460,1:11.584,1:11.232
994,8,6,7,4,1:12.639,1:11.391,1:11.266
994,4,1,14,7,1:12.657,1:12.269,1:12.110
994,832,4,55,8,1:12.950,1:12.286,1:12.130
994,815,10,11,9,1:12.848,1:12.194,1:12.154
